room_id,host_id,room_type,borough,neighborhood,reviews,overall_satisfaction,accommodates,bedrooms,price,minstay,latitude,longitude,last_modified
14777728,40910945,Private room,,Mt Cook-Wallace Street,13,4.5,1,1,29,,-41.303045,174.770572,37:31.5
15956802,40102288,Private room,,Khandallah Park-Broadmeadows,1,0,4,1,10,,-41.247551,174.783659,37:31.5
14886176,79034653,Private room,,Te Kainga,30,5,2,1,38,,-41.247166,174.795369,37:31.5
16472373,108107797,Private room,,Thorndon-Tinakori Road,0,0,1,1,22,,-41.272024,174.780914,37:31.5
16507555,100713646,Private room,,Johnsonville Central,19,5,2,1,27,,-41.218386,174.794466,37:31.5
14013814,83807127,Private room,,Newtown East,15,4.5,2,1,27,,-41.315067,174.782066,37:31.5
7229098,37850408,Private room,,Kilbirnie West-Hataitai South,59,4.5,2,1,29,,-41.310659,174.793807,37:31.5
10815654,5043807,Private room,,Awarua,32,4.5,1,1,26,,-41.251741,174.76862,37:31.5
15945223,9457026,Private room,,Mt Victoria West,39,5,2,1,37,,-41.295415,174.789494,37:31.5
17139129,115218728,Private room,,Ngaio South,2,0,2,1,34,,-41.249404,174.778116,37:31.5
13997418,1822632,Private room,,Newlands East,21,4.5,2,1,37,,-41.226989,174.834455,37:31.5
17347455,117200982,Private room,,Awarua,6,5,1,1,27,,-41.245336,174.768946,37:31.5
5230967,8497540,Private room,,Wadestown,40,4.5,1,1,32,,-41.262382,174.779042,37:30.4
8832581,3239788,Private room,,Khandallah Park-Broadmeadows,18,5,1,2,36,,-41.24584,174.786256,37:30.4
16057625,97728957,Private room,,Northland,9,5,2,1,25,,-41.28333,174.758471,37:30.4
16679649,110387581,Private room,,Kingston-Mornington,9,5,2,1,35,,-41.324725,174.759388,37:30.4
16261734,106343722,Private room,,Island Bay East,17,5,1,1,20,,-41.337152,174.777613,37:30.4
14389768,51080111,Private room,,Johnsonville Central,5,5,2,1,29,,-41.230737,174.803448,37:30.4
16054394,104544156,Private room,,Mt Victoria West,7,5,1,1,36,,-41.295955,174.788825,37:30.4
17721608,35823572,Private room,,Aro Street-Nairn Street,1,0,2,1,22,,-41.295078,174.764537,37:30.4
17961524,93909403,Private room,,Karori North,2,0,2,1,36,,-41.280233,174.743721,37:30.4
15890852,91604612,Private room,,Taitville,15,4.5,1,1,36,,-41.29315,174.756086,37:30.4
17223478,115983252,Private room,,Te Kainga,4,5,2,1,36,,-41.244065,174.793335,37:30.4
17544143,36562962,Private room,,Johnsonville Central,7,5,2,1,21,,-41.223914,174.798668,37:30.4
13176540,28966819,Private room,,Karori East,42,5,2,1,36,,-41.283808,174.747884,37:30.4
16234504,62590203,Private room,,Newlands South,9,4.5,3,1,30,,-41.233905,174.818751,37:30.4
12180038,62052874,Private room,,Newlands East,45,5,2,1,22,,-41.227084,174.832643,37:30.4
16394183,29143647,Private room,,Ngaio South,30,5,2,1,32,,-41.247421,174.781474,37:30.4
5786710,24079500,Private room,,Johnsonville North,215,4.5,2,1,36,,-41.215869,174.807578,37:30.4
10981470,56970401,Private room,,Wadestown,141,4.5,4,1,25,,-41.259336,174.77621,37:28.9
17721608,35823572,Private room,,Aro Street-Nairn Street,1,,2,1,22,,-41.295078,174.764537,19:37.6
18262197,99814455,Private room,,Willis Street-Cambridge Terrace,0,,1,1,36,,-41.294427,174.777115,19:39.5
16370833,106870781,Private room,,Aro Street-Nairn Street,0,,1,1,28,,-41.297009,174.770929,19:39.5
18009612,123809550,Private room,,Ngaio South,2,,2,1,36,,-41.257148,174.782575,19:39.5
